Name,Food Source,Sample Size ,Biological Sample , Analytic Procedure  ,Literature name 
 Aromatic amino acids , - , - , Plasma , - , PMC6356665b 
 Aromatic amino acids , - , - , Serum , - , PMC7690388 
 Tyrosine , - , - , Serum , - , PMC7690388 
 Aromatic ketones , - , - ," Plasma, Urine ", High-resolution mass spectrometry , PMC9343475b 
 Arsenic , Shellfish , - ," Urine, Breastmilk ", - , ID4927 
 Arsenobetaine , fish and shellfish , - ," Urine, Plasma ", - , PMC6937850c 
 Arsenobetaine , Cod , - , Plasma , - , ID683 
 Arsenobetaine , Fish , - , - , - , ID927 
 Arsenobetaine , Seafood , - ," Urine, Plasma ", - , PMC6937850b 
 Arsenobetaine , Fish , - , - , - , PMC9219016 
 Arthonioic acid , PDO Grana Padano cheese , - , - , UHPLC-ESI/QTOF-MS untargeted metabolomics , ID3546 
 Ascorbate ," fruit, vegetables, seabuckthorn, sweet peppers, broccoli, citrus fruit ", - , Plasma , - , ID4679 
 Ascorbate , Total fruit , - , - , - , ID490 
 ascorbate , - , - , - , - , PMC5621665d 
 Ascorbate ," broccoli, raspberry ", - , Urine , - , ID2103 
 Ascorbate ," Broccoli, Raspberry ", - , Urine , - , ID5494 
 Ascorbate ," Broccoli, Raspberries ", - , - , - , ID900 
 ascorbate , - , - , Plasma , NMR , PMC7143670 
 Ascorbic acid , Lettuce , - , - , - , PMC9219965 
 Ascorbic acid , - , - ," Plasma, Semen ", - , ID1646 
 Ascorbic acid , Eggs , - , Urine , - , ID4861 
 Ascorbic acid , - , - ," Plasma, Urine ", HPLC , PMC4134006 
 Ascorbic Acid 2-sulfate , - , - , - , - , ID537 
 Ascorbic Acid 3-sulfate , - , - , - , - , ID537 
 Ascorbic acid-2-sulfate , - , - , - , - , ID1742 
 Ascorbic acid-3-sulfate , - , - ," Plasma, Urine (24-hr) ", - , ID1742 
 Ascorbic acid , Vitamin C , 1490 children , Plasma , HPLC with electrochemical detection , ID1158 
 Ascorbic acid , - , - , - , - , ID2311 
 Ascorbic acid , - , - , Urine (24hr) , HPLC , ID3293 
 Ascorbic acid , Orange juice , - , - , Titration (DCPIP) , ID4276 
 Ascorbic acid ," Fruits, vegetables ", 837 participants ," Plasma, Serum ", HPLC , ID5412 
 Ascorbic acid , - , - , Plasma ," Reduction of 2,6-dichlorophenol indophenol ", ID5511 
 Ascorbic acid ," Lemon juice, Kabasura kudineer ", - , - , Hydroxyapatite-TiO₂ nanocomposite , ID5521 
 Ascorbic Acid , - ,1599, - , - , PMC10463670c 
 Ascorbic acid ," Total vegetable, leafy green vegetable, root vegetable, onion ", - , - , - , PMC11317775 
 Ascorbic acid , - , - , Serum , HPLC , PMC4000941 
 Ascorbic acid , Normal-lycopene content tomato sauce , - , - , - , PMC6356665 
 Ascorbic acid , Vigna unguiculata , - , - , - , PMC7072685 
 Ascorbic acid ," Diospyros kaki L., Lactuca sativa L., Orthosiphon stamineus Benth., Rubus coreanus Miq., Actinidia spp., Phoenix dactylifera L. ", - , - , NMR-based metabolomics , PMC7145309 
 ascorbic acid , citrus fruits , - , - , - , PMC8510114 
 Ascorbic acid , Apple , - , - , - , PMC8851858 
 asparagine , - , - , rice roots , - , PMC5316172 
 Asparagine , Higher protein intake (formula-fed infants) , - , Plasma , - , PMC6033437 
 Asparagine , - , - , - , - , PMC11668895 
 Asparagine , Trp-deficient diet , - , Gastrocnemius (mice) , - , PMC7230402 
 asparagine , - , - , - , - , PMC9611411 
 Asparagine_3TMS , - , - , - , GL-sciences library , PMC7569771 
 asparagine , - , - , - , $^{1}\mathrm{H}$ NMR , ID2624 
 Asparagine , Craft beers , - , - , - , ID3350 
 Asparagine , - , - , - , - , ID3525 
 Asparagine , very-low carbohydrate (VLC) diet , - , - , - , ID3613 
 Aspartate/asparagine , - , - ," RBC, Hair ", - , ID364 
 Asparagine , - ," NHS (n=1460), HPFS (n=1051) ", Plasma , - , ID426 
 Asparagine , Plant-based fishball analogue , - , - , NMR spectroscopy , ID4364 
 Asparagine , Beans , - , Serum , - , ID743 
 asparagine , - , - , - , - , ID917 
 Asparagine , - , - , - , - , PMC10377267 
 Asparagine , - , - , Liver , - , PMC10451910 
 asparagine , - , - , - , - , PMC10462252 
 Asparagine , Radish cultivars , - , - , - , PMC10536316 
 Asparagine , Polished rice (OsSPL3.OEs) , - , - , - , PMC10733476 
 Asparagine ," Dairy products, eggs, fish, seafood, beef, poultry ", - , - , - , PMC10892314 
 asparagine , - , - , Urine , - , PMC11600117b 
 asparagine , - , - , - , - , PMC4455235 
 N-acetylasparagine , - , - , - , - , PMC4455235 
 Asparagine , - , - , - , - , PMC5316172b 
 asparagine , - , - , Urine , - , PMC5621665d 
 Asparagine , Vegan breakfast , - , - , - , PMC6115722 
 Asparagine , - , - , - , - , PMC6262854b 
 Asparagine , Very-low-carbohydrate diet , - , - , - , PMC6356665 
 Asparagine , - , - , - , - , PMC6465680 
 asparagine , - , - ," Liver, Muscle ", NMR , PMC7143670 
 Asparagine , - , - , - , - , PMC7455966 
 Asparagine , - ,141, - , - , PMC8902803 
 Asparagine , - , - , Cerebrospinal fluid (CSF) , Global metabolomics profiling , PMC9003400 
 Asparagine , - , - , Feces , NMR-based metabolomics , PMC9455659 
 Asparagine , - , - , Plasma , - , PMC9459903 
 asparagine , - , - , - , - , PMC9460359 
 Asparaginyl valine , Pea , - , - , - , PMC11317775 
 Asparaginyl-glycine , Green tea , - , Liver (mice) , UPLC/Q-TOF MS , ID2311 
 asparagylisoleucine , - , - , - , - , PMC4455235 
 asparagylleucine , - , - , - , - , PMC4455235 
 asparagylvaline , - , - , - , - , PMC4455235 
 Aspartate , - , - , Blood plasma , - , PMC10818399 
 Aspartate aminotransferase , - , 20 subjects , Blood , Auto-analyzer (JCA-BM2250) , PMC4663796 
 Aspartate aminotransferase , - , - , Plasma ," Autoanalyzer (BT 1500, Biotecnica SpA) ", PMC8388389 
 Aspartate Aminotransferase , - ,113, - , - , PMC9171327 
 Aspartate aminotransferase , - , - , - , - , PMC10703801 
 Aspartate aminotransferase , Beverages (alcoholic) (total) , - , - , - , ID971 
 Aspartate aminotransferase , - , - , Serum , Enzymatic colorimetric kits , PMC9102295 
 Aspartate transaminase , - , - , Serum , - , ID3234 
 Aspartate transaminase , - , - , Serum , Aspartate Aminotransferase Assay Kit , PMC9593094 
 aspartate-glutamate , - , - , Fecal , - , PMC4455235 
 Aspartic acid ," Craft beers, Industrial beers ", - , - , NMR , ID3350 
 Aspartic acid , Wakame noodle , - , - , - , ID3525 
 Aspartic acid , - , - , - , - , ID3553 
 Aspartic acid , - , - , - , - , ID4364 
 Aspartic acid , - , - , - , - , ID94 
 Aspartic acid , Renuspore® UHT-fermented milk , - , - , - , PMC10126418 
 Aspartic acid , Radish microgreens , - , - , - , PMC10536316 
 Aspartic acid , polished rice , - , - , - , PMC10733476 
 Aspartic acid , High-protein diet , - , - , - , PMC10778572 
 L-Aspartic acid , High-protein diet , - , - , - , PMC10778572 
 Aspartic acid , Cherry tomatoes , - , - , - , PMC11274346 
 Aspartic acid , - , - , Plasma , GC/MS , PMC11491453 
 Aspartic acid , - , 4851 patients , - , - , PMC6861882 
 Aspartic acid ," Black tea, Pomegranate ", - , - , - , PMC7016031 
 aspartic acid , - , - ," Liver, Muscle, Feed ", ¹H NMR , PMC7143670 
 Aspartic acid , - , - , - , - , PMC7455966 
 Aspartic acid , - , - , Plasma , - , PMC9459903 
 aspartic acid , - , - , - , - , PMC9460359 
 Aspartic acid ," Animal protein, Red meat ", - , - , - , PMC9611411 
 Aspartyl-leucine , Wine , - , Urine , UPLC-QTOF-MS , PMC10673339 
 aspartyl-lysine , - , - , - , - , PMC10053316 
 aspartylleucine , - , - , - , - , PMC4455235 
 aspartylphenylalanine , - , 6 experimental samples per group , Fecal , - , PMC4455235 
 aspartyltryptophan , - , - , - , - , PMC4455235 
 aspartylvaline , - , - , - , - , PMC4455235 
 Asperglaucide , - , 194 samples , - , - , PMC6356755 
 Aspartic acid/aspartate ," Enzyme-hydrolyzed casein (HC), free AA mixture (A1, A2) ", 6 rats , - , - , ID30 
 Astaxanthin , Krill powder , - , - , - , ID1136 
 Astaxanthin , Green alga *Haematococcus pluvialis* , - , - , - , PMC5403934 
 Astaxanthin , - , - , - , - , PMC6706459 
 Astaxanthin ," Salmon, shellfish, algae, krill, shrimp, crab ", 28 German men , Plasma , - , PMC6937850c 
 Astaxanthin , - , - , - , - , PMC8874683 
 Astragalin , Orange Chinese cabbage varieties (20S530 and 15S1094) , - , - , - , ID2301 
 Asymmetric dimethylarginine , - , - , Plasma , HPLC coupled to a triple quadrupole mass spectrometer , PMC5502164 
 Asymmetric dimethylarginine , - , - , - , - , PMC6356665b 
 Arginine: asymmetric dimethylarginine ratio , - , - , - , - , PMC6356665b 
 asymmetric dimethylarginine , - , 141 subjects , - , - , PMC8902803 
 Asymmetric dimethylarginine , - , - , Plasma , - , PMC9926800b 
 ATP-dependent DNA helicase Q1 , - , - , Plasma , - , ID1982 
 Atractylenolide III , Se-enriched Cordyceps militaris (SeCM) , - , - , - , PMC10534092 
 Atractyligenin glucuronide , Coffee , - , - , - , ID2022 
 Atractyligenin glucuronide , Coffee , - , Urine , UPLC-qTOF-MS , ID900 
 Atractyligenin glucuronide , Coffee , 502 subjects , Fasting urine ," UHPLC-MS/MS, GC-MS ", ID917 
 Atractyligenin glucuronide , Coffee , - , - , - , PMC5728065 
 Atractyligenin glucuronide , Coffee , - , Serum , - , PMC6790579 
 Aucubin , Morchella importuna , - , - , - , ID3802 
 Aurantricholide B , - , - , urine , UPLC-QTOF-MS , PMC10673339 
 auraptene , Citrus species , - , - , - , PMC8510114 
 Austalide G ," soy-food fermentation, Aspergillus fermented food components ", - ," Urine, Serum ", - , PMC11222465 
 Avenacoside A and B , oats , - ," Plasma, Urine ", - , PMC11317775 
 Avenacoside A , whole grains , - , - , - , ID5405 
 Avenacosides , Oats , 12 individuals , Urine (48h) , - , ID354 
 Avenacoside , Wholegrain oats , - , Plasma , LC-HRMS (hydrophobic interaction liquid chromatography) , PMC10689354 
 Avenanthramide 2c , - , - , - , - , ID3427 
 Avenanthramide 2c/k , - , - , - , PLS-DA , ID3740 
 Avenanthramide 2f , Buckwheat , - , - , - , ID3980 
 Avenanthramide 2p , - , - , - , - , ID2953 
 Avenanthramide 2p , - , - , - , - , ID3427 
 Avenanthramide C , - , - , - , - , ID3427 
 Avenanthramides , Oats , 12 subjects , Plasma , - , ID354 
 Avenanthramides , Whole-grain oats , - ," Plasma, Urine ", - , PMC11317775 
 Azaspirazid , Wine , - , urine , UPLC-QTOF-MS , PMC10673339 
 Azelaic acid , Whole-grain rye bread , - , - , - , ID917 
 Azelaic acid , Whole-grain rye bread , - , - , - , PMC6356665 
 Azelate , Rice bran , - , Feces , - , PMC10136752 
 Azelate (nonanedioate) , Lipid-rich challenge drink , - , - , - , ID2963 
 azelate (nonanedioate) , - , 6 samples per group , Fecal metabolites , - , PMC4455235 
 azelate (nonanedioate) , - , - , - , - , PMC5621665d 
 azelate , rice bran , - , stool , - , PMC5654571 
 azelate , - , - , Urine , - , PMC11600117b 
" Azepan-1-yl-acetic acid, acridin-9-ylmethylene-hydrazide ", ogi (Goun fermentation procedure) , - , - , - , ID3110 
 B melanoma antigen 3 , - , - , Plasma , - , ID1982 
 b-Alanine_3TMS , - , - , - , GL-sciences library , PMC7569771 
 beta-Alanine , Meat , - , Urine , - , ID769 
 B-D-Galactopyranose , Salmon , - , Plasma , - , ID5561 
 b-Lactose_2_minor , - , - , - , - , PMC7569771 
 B-Sitosterol ," raw whole maize, ogi (Goun procedure) ", - , - , - , ID3110 
 B-trisaccharide ," animal-derived foods, HM ", - ," infant stool, mother stool ", - , PMC11243545 
 B12 , - , - , Serum , Thin layer chromatography , PMC4000941 
 Vitamin B12 , - , - , Blood , - , PMC4176104 
 Procyanidin dimer B1/B2/B3/B4/B5 , Cooked pigmented sorghum flours , - , - , VIP selection method , ID3467 
 Bacteriopheophytin , Kimchi , - , - , - , PMC5069746 
 Bacteroides spp. , Broccoli , - , - , - , ID5039 
 Bacteroides , - , - , - , - , PMC5968592 
 Quercetin-3-O-sophoroside , Orange Chinese cabbage varieties , - , - , - , ID2301 
 Base excess , - , - , Serum , - , PMC7354587 
 Baseline corticosterone , - , - , Plasma , Enzyme-linked immunoassay kit (EIA) , PMC11381092 
 Behenic acid , Peanut , 3179 older adults , Plasma phospholipid , - , ID534 
 Behenic acid , - , 2448 participants , Plasma , - , PMC4310362 
 Behenic acid , meat , - , - , - , PMC10788194 
 Behenic acid , - , - , - , - , PMC6465680 
 Behenic acid ," High oleic acid sunflower oil (HOSF), Conjugated linoleic acid (CLA) preparations ", - , - , - , ID2483 
 Behenic acid , CSO , 18 subjects , Erythrocyte membrane , - , ID302 
 Behenic acid , - , - , - , - , PMC6682955 
 Behenic acid ," EVOO cultivars (Leccino/Frantoiana, Salella, Pisciottana) ", - , - , - , PMC6770023 
 Behenic Acid , - , - , Plasma , - , PMC6770493 
 Behenic acid , - , - ," Plasma, CE, PL, TG+FFA ", - , PMC6770493b 
 Behenoylcarnitine ," Nuts, peanuts ", - , - , - , ID958 
 behenoylcarnitine , Peanuts , - , - , - , PMC7600452 
 Benzaldehyde ," Raspberry, flaxseed, soy milk, berries, seeds, soy products ", - , Urine , - , ID1278 
 Benzaldehyde , Hazelnut , - , - , - , ID3750 
 Benzaldehyde , Plant-based yogurt , - , - , - , ID3789 
 Benzene and substituted derivatives , - , - , - , - , ID346 
" Benzene, 1,3-bis(1,1-dimethylethyl)- ", ogi (Fon fermentation procedure) , - , - , - , ID3110 
 Benzeneacetaldehyde , ogi samples (cold (USL) procedure) , - , - , - , ID3110 
 Benzeneacetaldehyde , Soybean meal yogurt , - , - , - , ID3789 
 Benzeneacetaldehyde , Naturally fermented dehulled maize , - , - , - , PMC10776939 
 Benzeneacetic acid 1-methylethyl ester , Moringa oleifera seed oil , - , - , GCxGC-MS , PMC9506141 
 Benzo(a)pyrene , charcoal-broiled meat , - , - , Quantitation of benzo[alpha]pyrene-DNA adducts by postlabeling with ¹⁴C-acetic anhydride and accelerator mass spectrometry , ID5562 
 Benzo(a)pyrene-tetrol , - , - , Urine , High-pressure liquid chromatography after purification on immunoaffinity columns , ID5562 
 Benzoate , Rice bran , - , Plasma , - , ID1035 
 Benzoate , wine , - , plasma ," UPLC-MS/MS, GC-MS UPLC-ESI-MS/MS ", PMC10673339 
 Benzoic acid , wine , - , feces ," UPLC-ESI-MS/MS, UPLC-TOF-MS ", PMC10673339 
" Benzofuran 2,3-dihydro ", Soybean meal yogurt (SMY) , - , - , - , ID3789 
 Benzoic acid adduct , Banana , - , - , - , ID1051 
 Benzoic acids , - , - ," Plasma, Urine ", UHPLC-HRMS , PMC9343475b 
 Benzoic acid ," Fermented dairy products, cheese ", - , - , - , ID207 
 Benzoic acid ," Vinegar, Shrimp paste, Pickles ", - , - ," GC-MS, GC-FID ", ID2835 
 Benzoic acid , - , - , - , - , ID2953 
 Benzoic acid , - , - , - , - , ID3265 
 Benzoic acid , - , - , - , - , ID3535 
 Benzoic acid , Heat-stabilized rice bran , - , Feces , GC-MS , ID354 
" 3,5-dihydroxy-benzoic acid "," Whole-grain wheat, rye, cereal fiber, rye bread ", - ," Plasma, Urine "," HPLC-CEAD, GC-MS ", ID354 
 Benzoic acid , - , - , - , - , ID3974 
 Benzoic acid , - , - , - , - , ID4213 
 Benzoic acid , Avocado , - , - , GC–APCI-MS , ID4495 
 Benzoic acid , UHT-fermented milk (Renuspore®) , - , - , - , PMC10126418 
 Benzoic acid , Wine , - , Feces ," UPLC-ESI-MS/MS, UPLC-TOF-MS ", PMC10673339 
 Benzoate , Wine , - , Plasma ," UPLC-MS/MS, GC-MS ", PMC10673339 
 benzoic acid , citrus fruits , - , - , - , PMC8510114 
 benzoic acid , - , - ," Plasma, Urine ", - , PMC9343475 
 Benzopyrene-diol-epoxide , - , - , - , - , ID361 
 Benzoxazinoids , whole grains , - , - , - , ID854 
 Benzoxazinoid , Whole grains , - , Urine , - , PMC6356665b 
 Benzoyl isogomisin O , Schisandra chinensis , - , - ," LC–MS, GC–MS ", PMC8465241 
 Benzoylcarnitine , Prunes , - , - , - , ID958 
 benzoylglutamic acid , - , - , - , - , PMC9343475 
 N-benzoylglutamic acid , - , - , Urine , - , PMC9343475 
 Benzoylgomisin O , Schisandra chinensis , - , - ," LC–MS, GC–MS ", PMC8465241 
 Benzo[a]pyrene , Shellfish , 657 pregnant women , - , - , ID4927 
 Benzo[a]pyrene , Meat and meat products , - , - , - , ID361 
" benzo[d][1,3]dioxol-5-ol ", sesame seeds , - , - , - , PMC6609671 
 Benzyl alcohol sulfate , - , - , - , - , PMC7603051 
 Benzyl alcohol sulfate , - , - , - , UPLC-MS/MS , PMC7603051b 
 Benzyl glucosinolate , - , - , - , - , ID2301 
 Berberine ," *Coptis chinensis* Franch, *Mahonia aquifolium* (Pursh) Nutt., *Actinidia* spp. ", - , - , NMR-based metabolomics , PMC7145309 
 bergamottin , Citrus peels , - , - , - , PMC8510114 
 bergapten , Citrus species peels , - , - , - , PMC8510114 
 Bergaptol glucuronide , Vegetables , - , - , - , PMC10005166 
 Bergaptol sulfate , Grapefruit , - , - , - , PMC9219016 
 Beta carotene , - , - , Serum , - , ID1297 
 Beta carotene , - , - , - , - , PMC9268621 
 Beta cryptoxanthin , - , - , - , - , PMC9268621 
 Beta hydroxybutyrate , - , - , - , - , PMC9902013 
 Beta+gamma-tocopherol , - , - , Serum , Isocratic heart-cut 2-dimensional high-performance liquid chromatography with photo-diode array detection , ID1297 
 Beta-alanine , Low-fat dairy , - , - , - , PMC10892314 
 beta-alanine , - , - ," Plasma, Liver, Muscle ", NMR , PMC7143670 
 Beta-alanine , insect protein extract , - , Liver , - , PMC7143670b 
 beta-alanine , - , - , Plasma , - , PMC9460359 
 beta-Carotene , fish , - , - , - , ID1344 
 Beta-carotene , - , - , Plasma , - , ID226 
 Beta-carotene ," Vegetables, fruits ", - , Plasma , - , ID4785 
 Beta-carotene , - , - , Serum , - , ID5007 
 Beta-carotene , - ,78, - , Standardized methods , ID5266 
 Beta-carotene , - , - , Plasma , Spectrophotometry , ID5511 
 Beta-carotene , - , - , - , - , PMC10459650 
 Beta-carotene , Healthy dietary pattern , - , - , - , PMC10463670c 
 Beta-carotene , - , - , - , - , PMC10609412 
 Beta-carotene , Fruit and vegetable , - , - , - , PMC11283393 
 Beta-carotene ," Fruits, Vegetables ", - , Dried blood spots (DBS) , LC-UV , PMC5793277 
 Beta-carotene , Hempseed ,16, Egg yolks ," EN 12823–1, EN 12823–2 ", PMC6538247 
 beta-carotene , fruit and vegetable , - , Plasma , HPLC , PMC6797314 
 Beta-Carotene , - ,861, - , HPLC , PMC7802176 
 Beta-carotene , - , - , - , - , PMC8099133 
 Beta-carotene , - , - , Plasma , - , PMC8232705 
 Beta-carotene , - , - , - , - , PMC8874683 
 Beta-carotene , vegetable , - , - , - , PMC9022292 
 beta-citrylglutamate , Rice bran , - , Plasma , - , ID1035 
 beta-Cryptoxanthin , - , - , - , - , ID1344 
 Beta-cryptoxanthin , - , - , Plasma ," High-performance liquid chromatography (column: 2.1×150 mm, 3 μm; flow: 0.3 ml/min) ", ID226 
 Beta-cryptoxanthin ," Vegetable, fruit ", n=153 , Plasma , Reversed-phased HPLC (RP-HPLC) , ID4785 
 beta-cryptoxanthin , - , - , - , - , PMC10262995 
 Beta-cryptoxanthin , - , - , - , - , PMC10459650 
 Beta-cryptoxanthin , - , - , - , - , PMC10609412 
 beta-cryptoxanthin , - , - , Plasma , - , PMC11600117b 
 Beta-cryptoxanthin , - , - , Dried blood spot , LC-UV , PMC5793277 
 beta-cryptoxanthin , fruit and vegetable , - , heparin plasma , HPLC , PMC6797314 
 Beta-Cryptoxanthin , - ,861, - , High performance liquid chromatography , PMC7802176 
 Beta-cryptoxanthin , - , - , - , - , PMC8099133 
 Beta-cryptoxanthin , - , - , Plasma , HPLC , PMC8232705 
 Beta-d-ribopyranose , - , n = 5 , Serum , - , ID2776 
 Beta-galactosidase , - , - , - , - , PMC8185036 
 Beta-glucosidase , - , - , - , Enzyme Activity Assay (pNPGase) , PMC8185036 
 Beta-hexachlorocyclohexane , Shrimp , - , Cord blood , - , ID4927 
 Beta-hydroxy-beta-methylbutyrate (HMB) , - , - , - , - , ID4616 
 Beta-hydroxy-beta-methylbutyrate (HMB) , - , 652 patients , - , - , ID4893 
 Beta-hydroxybutyrate , - , - , Plasma , Previously-validated kinetic assay , PMC10119025 
 Beta-hydroxybutyrate , - , - , Plasma , Kinetic assay (SIGMA) , PMC11381092 
 Beta-hydroxybutyrate , - , - , Plasma , Photometric measurement (Randox kit) , ID3391 
 beta-hydroxybutyrate , Ketogenic diet metabolite , - , - , - , PMC6833482 
 Beta-hydroxybutyrate dehydrogenase , - , - , Jejunum epithelium , - , PMC10300058 
 beta-hydroxybutyrate , - , - , Blood , - , PMC11390222 
 Beta-hydroxybutyrate , Ketogenic diet , - , - , - , PMC5561591 
 Beta-hydroxybutyric acid , - , - , Plasma , Commercial colorimetric kits , PMC8388389 
 Beta-hydroxyisovalerate , Rice bran , - , Fecal , - , PMC10136752 
 beta-hydroxyisovalerate , - , - ," Urine, Plasma ", - , PMC11600117b 
 beta-hydroxyisovalerate , - , - , - , - , PMC4455235 
